name,ingredients,steps,cost,dietary,prep_time
Tempeh & Bulgur Fusion Bowl 92,"bulgur, tempeh, cauliflower, onions, curry powder, honey","1. Cook the bulgur until tender. 2. Sauté the tempeh with curry powder. 3. Add chopped cauliflower and onions, cook until soft. 4. Stir in honey, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",406.3,non-vegetarian,22
Kidney Beans & Oats Fusion Bowl 93,"oats, kidney beans, carrots, mushrooms, cumin, nuts","1. Cook the oats until tender. 2. Sauté the kidney beans with cumin. 3. Add chopped carrots and mushrooms, cook until soft. 4. Stir in nuts, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",242.25,non-vegetarian,25
Seitan & Bulgur Fusion Bowl 94,"bulgur, seitan, zucchini, tomatoes, soy sauce, nuts","1. Cook the bulgur until tender. 2. Sauté the seitan with soy sauce. 3. Add chopped zucchini and tomatoes, cook until soft. 4. Stir in nuts, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",287.3,vegetarian,16
Beef & Millet Fusion Bowl 95,"millet, beef, spinach, tomatoes, chili powder, lemon","1. Cook the millet until tender. 2. Sauté the beef with chili powder. 3. Add chopped spinach and tomatoes, cook until soft. 4. Stir in lemon, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",181.05,low-carb,21
Chicken & Millet Fusion Bowl 96,"millet, chicken, onions, kale, sriracha, peanut butter","1. Cook the millet until tender. 2. Sauté the chicken with sriracha. 3. Add chopped onions and kale, cook until soft. 4. Stir in peanut butter, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",379.1,low-carb,28
Tofu & Couscous Fusion Bowl 97,"couscous, tofu, tomatoes, spinach, mustard, peanut butter","1. Cook the couscous until tender. 2. Sauté the tofu with mustard. 3. Add chopped tomatoes and spinach, cook until soft. 4. Stir in peanut butter, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",208.25,low-carb,24
Eggs & Rice Fusion Bowl 98,"rice, eggs, broccoli, mushrooms, ginger, nuts","1. Cook the rice until tender. 2. Sauté the eggs with ginger. 3. Add chopped broccoli and mushrooms, cook until soft. 4. Stir in nuts, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",233.75,high-protein,25
Kidney Beans & Rice Fusion Bowl 99,"rice, kidney beans, zucchini, kale, soy sauce, cheese","1. Cook the rice until tender. 2. Sauté the kidney beans with soy sauce. 3. Add chopped zucchini and kale, cook until soft. 4. Stir in cheese, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",417.35,dairy-free,22
Eggs & Bulgur Fusion Bowl 100,"bulgur, eggs, onions, cauliflower, vinegar, avocado","1. Cook the bulgur until tender. 2. Sauté the eggs with vinegar. 3. Add chopped onions and cauliflower, cook until soft. 4. Stir in avocado, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",250.75,dairy-free,28
Tempeh & Rice Fusion Bowl 101,"rice, tempeh, carrots, tomatoes, chili powder, avocado","1. Cook the rice until tender. 2. Sauté the tempeh with chili powder. 3. Add chopped carrots and tomatoes, cook until soft. 4. Stir in avocado, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",338.3,pescatarian,24
Chickpeas & Millet Fusion Bowl 102,"millet, chickpeas, tomatoes, zucchini, chili powder, avocado","1. Cook the millet until tender. 2. Sauté the chickpeas with chili powder. 3. Add chopped tomatoes and zucchini, cook until soft. 4. Stir in avocado, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",177.65,pescatarian,13
Tempeh & Couscous Fusion Bowl 103,"couscous, tempeh, zucchini, spinach, chili powder, seeds","1. Cook the couscous until tender. 2. Sauté the tempeh with chili powder. 3. Add chopped zucchini and spinach, cook until soft. 4. Stir in seeds, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",340,vegetarian,18
Chicken & Rice Fusion Bowl 104,"rice, chicken, kale, zucchini, curry powder, honey","1. Cook the rice until tender. 2. Sauté the chicken with curry powder. 3. Add chopped kale and zucchini, cook until soft. 4. Stir in honey, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",186.15,non-vegetarian,19
Lentils & Bulgur Fusion Bowl 105,"bulgur, lentils, spinach, zucchini, chili powder, peanut butter","1. Cook the bulgur until tender. 2. Sauté the lentils with chili powder. 3. Add chopped spinach and zucchini, cook until soft. 4. Stir in peanut butter, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",393.55,non-vegetarian,29
Chickpeas & Oats Fusion Bowl 106,"oats, chickpeas, tomatoes, mushrooms, sriracha, lemon","1. Cook the oats until tender. 2. Sauté the chickpeas with sriracha. 3. Add chopped tomatoes and mushrooms, cook until soft. 4. Stir in lemon, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",326.4,pescatarian,28
Tempeh & Oats Fusion Bowl 107,"oats, tempeh, carrots, spinach, vinegar, lemon","1. Cook the oats until tender. 2. Sauté the tempeh with vinegar. 3. Add chopped carrots and spinach, cook until soft. 4. Stir in lemon, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",345.95,vegetarian,14
Chickpeas & Bulgur Fusion Bowl 108,"bulgur, chickpeas, tomatoes, kale, sriracha, peanut butter","1. Cook the bulgur until tender. 2. Sauté the chickpeas with sriracha. 3. Add chopped tomatoes and kale, cook until soft. 4. Stir in peanut butter, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",209.1,vegan,18
Tuna & Rice Fusion Bowl 109,"rice, tuna, mushrooms, kale, turmeric, yogurt","1. Cook the rice until tender. 2. Sauté the tuna with turmeric. 3. Add chopped mushrooms and kale, cook until soft. 4. Stir in yogurt, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",403.75,vegetarian,17
Seitan & Barley Fusion Bowl 110,"barley, seitan, cauliflower, broccoli, turmeric, lemon","1. Cook the barley until tender. 2. Sauté the seitan with turmeric. 3. Add chopped cauliflower and broccoli, cook until soft. 4. Stir in lemon, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",317.9,vegetarian,28
Tempeh & Barley Fusion Bowl 111,"barley, tempeh, broccoli, onions, garlic, seeds","1. Cook the barley until tender. 2. Sauté the tempeh with garlic. 3. Add chopped broccoli and onions, cook until soft. 4. Stir in seeds, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",207.4,gluten-free,21
Tuna & Bulgur Fusion Bowl 112,"bulgur, tuna, spinach, tomatoes, curry powder, lemon","1. Cook the bulgur until tender. 2. Sauté the tuna with curry powder. 3. Add chopped spinach and tomatoes, cook until soft. 4. Stir in lemon, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",385.05,vegan,30
Tofu & Rice Fusion Bowl 113,"rice, tofu, cauliflower, mushrooms, sriracha, maple syrup","1. Cook the rice until tender. 2. Sauté the tofu with sriracha. 3. Add chopped cauliflower and mushrooms, cook until soft. 4. Stir in maple syrup, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",404.6,vegan,13
Tuna & Quinoa Fusion Bowl 114,"quinoa, tuna, zucchini, broccoli, turmeric, seeds","1. Cook the quinoa until tender. 2. Sauté the tuna with turmeric. 3. Add chopped zucchini and broccoli, cook until soft. 4. Stir in seeds, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",416.5,low-carb,18
Eggs & Quinoa Fusion Bowl 115,"quinoa, eggs, broccoli, kale, curry powder, maple syrup","1. Cook the quinoa until tender. 2. Sauté the eggs with curry powder. 3. Add chopped broccoli and kale, cook until soft. 4. Stir in maple syrup, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",197.2,pescatarian,30
Lentils & Millet Fusion Bowl 116,"millet, lentils, kale, zucchini, cumin, seeds","1. Cook the millet until tender. 2. Sauté the lentils with cumin. 3. Add chopped kale and zucchini, cook until soft. 4. Stir in seeds, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",262.65,vegetarian,24
Tuna & Couscous Fusion Bowl 117,"couscous, tuna, cauliflower, broccoli, cumin, yogurt","1. Cook the couscous until tender. 2. Sauté the tuna with cumin. 3. Add chopped cauliflower and broccoli, cook until soft. 4. Stir in yogurt, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",189.55,gluten-free,27
Tempeh & Bulgur Fusion Bowl 118,"bulgur, tempeh, kale, tomatoes, vinegar, lemon","1. Cook the bulgur until tender. 2. Sauté the tempeh with vinegar. 3. Add chopped kale and tomatoes, cook until soft. 4. Stir in lemon, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",226.1,pescatarian,18
Tofu & Oats Fusion Bowl 119,"oats, tofu, zucchini, carrots, chili powder, seeds","1. Cook the oats until tender. 2. Sauté the tofu with chili powder. 3. Add chopped zucchini and carrots, cook until soft. 4. Stir in seeds, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",320.45,vegetarian,20
Eggs & Rice Fusion Bowl 120,"rice, eggs, onions, broccoli, curry powder, yogurt","1. Cook the rice until tender. 2. Sauté the eggs with curry powder. 3. Add chopped onions and broccoli, cook until soft. 4. Stir in yogurt, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",279.65,dairy-free,13
Tempeh & Millet Fusion Bowl 121,"millet, tempeh, mushrooms, cauliflower, ginger, cheese","1. Cook the millet until tender. 2. Sauté the tempeh with ginger. 3. Add chopped mushrooms and cauliflower, cook until soft. 4. Stir in cheese, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",306,gluten-free,22
Tuna & Rice Fusion Bowl 122,"rice, tuna, spinach, tomatoes, garlic, lime","1. Cook the rice until tender. 2. Sauté the tuna with garlic. 3. Add chopped spinach and tomatoes, cook until soft. 4. Stir in lime, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",289,low-carb,20
Tofu & Quinoa Fusion Bowl 123,"quinoa, tofu, zucchini, mushrooms, sriracha, lemon","1. Cook the quinoa until tender. 2. Sauté the tofu with sriracha. 3. Add chopped zucchini and mushrooms, cook until soft. 4. Stir in lemon, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",288.15,pescatarian,25
Beef & Barley Fusion Bowl 124,"barley, beef, zucchini, spinach, chili powder, honey","1. Cook the barley until tender. 2. Sauté the beef with chili powder. 3. Add chopped zucchini and spinach, cook until soft. 4. Stir in honey, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",328.95,high-protein,22
Chicken & Couscous Fusion Bowl 125,"couscous, chicken, onions, tomatoes, sriracha, cheese","1. Cook the couscous until tender. 2. Sauté the chicken with sriracha. 3. Add chopped onions and tomatoes, cook until soft. 4. Stir in cheese, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",313.65,vegan,22
Eggs & Millet Fusion Bowl 126,"millet, eggs, spinach, broccoli, soy sauce, honey","1. Cook the millet until tender. 2. Sauté the eggs with soy sauce. 3. Add chopped spinach and broccoli, cook until soft. 4. Stir in honey, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",402.05,vegan,19
Kidney Beans & Oats Fusion Bowl 127,"oats, kidney beans, broccoli, kale, cumin, avocado","1. Cook the oats until tender. 2. Sauté the kidney beans with cumin. 3. Add chopped broccoli and kale, cook until soft. 4. Stir in avocado, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",321.3,vegan,24
Chicken & Millet Fusion Bowl 128,"millet, chicken, carrots, broccoli, curry powder, lemon","1. Cook the millet until tender. 2. Sauté the chicken with curry powder. 3. Add chopped carrots and broccoli, cook until soft. 4. Stir in lemon, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",221.85,vegetarian,16
Tofu & Oats Fusion Bowl 129,"oats, tofu, kale, spinach, garlic, avocado","1. Cook the oats until tender. 2. Sauté the tofu with garlic. 3. Add chopped kale and spinach, cook until soft. 4. Stir in avocado, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",413.1,vegan,18
Beef & Bulgur Fusion Bowl 130,"bulgur, beef, cauliflower, mushrooms, chili powder, cheese","1. Cook the bulgur until tender. 2. Sauté the beef with chili powder. 3. Add chopped cauliflower and mushrooms, cook until soft. 4. Stir in cheese, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",340.85,pescatarian,24
Seitan & Couscous Fusion Bowl 131,"couscous, seitan, onions, tomatoes, mustard, lime","1. Cook the couscous until tender. 2. Sauté the seitan with mustard. 3. Add chopped onions and tomatoes, cook until soft. 4. Stir in lime, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",363.8,dairy-free,26
Chickpeas & Barley Fusion Bowl 132,"barley, chickpeas, cauliflower, tomatoes, chili powder, nuts","1. Cook the barley until tender. 2. Sauté the chickpeas with chili powder. 3. Add chopped cauliflower and tomatoes, cook until soft. 4. Stir in nuts, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",251.6,low-carb,12
Kidney Beans & Millet Fusion Bowl 133,"millet, kidney beans, spinach, tomatoes, ginger, peanut butter","1. Cook the millet until tender. 2. Sauté the kidney beans with ginger. 3. Add chopped spinach and tomatoes, cook until soft. 4. Stir in peanut butter, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",408,vegetarian,13
Lentils & Rice Fusion Bowl 134,"rice, lentils, spinach, broccoli, mustard, maple syrup","1. Cook the rice until tender. 2. Sauté the lentils with mustard. 3. Add chopped spinach and broccoli, cook until soft. 4. Stir in maple syrup, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",221,gluten-free,24
Tempeh & Quinoa Fusion Bowl 135,"quinoa, tempeh, tomatoes, carrots, sriracha, nuts","1. Cook the quinoa until tender. 2. Sauté the tempeh with sriracha. 3. Add chopped tomatoes and carrots, cook until soft. 4. Stir in nuts, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",204,pescatarian,13
Tuna & Quinoa Fusion Bowl 136,"quinoa, tuna, broccoli, cauliflower, chili powder, maple syrup","1. Cook the quinoa until tender. 2. Sauté the tuna with chili powder. 3. Add chopped broccoli and cauliflower, cook until soft. 4. Stir in maple syrup, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",340,vegan,21
Seitan & Oats Fusion Bowl 137,"oats, seitan, carrots, cauliflower, curry powder, lime","1. Cook the oats until tender. 2. Sauté the seitan with curry powder. 3. Add chopped carrots and cauliflower, cook until soft. 4. Stir in lime, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",184.45,vegan,14
Chickpeas & Rice Fusion Bowl 138,"rice, chickpeas, mushrooms, tomatoes, curry powder, yogurt","1. Cook the rice until tender. 2. Sauté the chickpeas with curry powder. 3. Add chopped mushrooms and tomatoes, cook until soft. 4. Stir in yogurt, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",322.15,dairy-free,16
Chicken & Bulgur Fusion Bowl 139,"bulgur, chicken, broccoli, tomatoes, garlic, seeds","1. Cook the bulgur until tender. 2. Sauté the chicken with garlic. 3. Add chopped broccoli and tomatoes, cook until soft. 4. Stir in seeds, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",381.65,vegan,30
Lentils & Millet Fusion Bowl 140,"millet, lentils, cauliflower, kale, turmeric, cheese","1. Cook the millet until tender. 2. Sauté the lentils with turmeric. 3. Add chopped cauliflower and kale, cook until soft. 4. Stir in cheese, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",211.65,non-vegetarian,14
Seitan & Bulgur Fusion Bowl 141,"bulgur, seitan, cauliflower, onions, chili powder, maple syrup","1. Cook the bulgur until tender. 2. Sauté the seitan with chili powder. 3. Add chopped cauliflower and onions, cook until soft. 4. Stir in maple syrup, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",229.5,low-carb,15
Tempeh & Bulgur Fusion Bowl 142,"bulgur, tempeh, kale, spinach, chili powder, honey","1. Cook the bulgur until tender. 2. Sauté the tempeh with chili powder. 3. Add chopped kale and spinach, cook until soft. 4. Stir in honey, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",277.95,vegan,21
